"","CNTRY_NAME","COWCODE","GWCODE","year","cname","ccode"
"22731","India",750,750,1991,"INDIA",750
"23831","United States",2,2,1991,"UNITED STATES",2
"23931","Saudi Arabia",670,670,1991,"SAUDI ARABIA",670
"2402","Yemen",679,678,1991,"YEMEN",678
"24313","Morocco",600,600,1991,"MOROCCO",600
"24413","Mauritania",435,435,1991,"MAURITANIA",435
"2471","Yugoslavia",-1,345,1991,"Yugoslavia",345
"026","Guyana",110,110,1992,"GUYANA",110
"1155","Suriname",115,115,1992,"SURINAME",115
"2142","Trinidad and Tobago",52,52,1992,"TRINIDAD AND TOBAGO",52
"3101","Venezuela",101,101,1992,"VENEZUELA, BOLIVARIAN REPUBLIC OF",101
"4106","Samoa",990,990,1992,"SAMOA",990
"560","Tonga",955,972,1992,"TONGA",972
"680","Argentina",160,160,1992,"ARGENTINA",160
"7108","Bolivia",145,145,1992,"BOLIVIA, PLURINATIONAL STATE OF",145
"862","Brazil",140,140,1992,"BRAZIL",140
"993","Chile",155,155,1992,"CHILE",155
"1080","Ecuador",130,130,1992,"ECUADOR",130
"1156","Paraguay",150,150,1992,"PARAGUAY",150
"1252","Peru",135,135,1992,"PERU",135
"1356","Uruguay",165,165,1992,"URUGUAY",165
"1550","Guatemala",90,90,1992,"GUATEMALA",90
"1670","Mexico",70,70,1992,"MEXICO",70
"1783","Barbados",53,53,1992,"BARBADOS",53
"1874","Dominica",54,54,1992,"DOMINICA",54
"1944","Grenada",55,55,1992,"GRENADA",55
"2077","St. Lucia",56,56,1992,"SAINT LUCIA",56
"2143","St. Vincent and the Grenadines",57,57,1992,"SAINT VINCENT AND THE GRENADINES",57
"2283","Dominican Republic",42,42,1992,"DOMINICAN REPUBLIC",42
"2334","Haiti",41,41,1992,"HAITI",41
"2430","Jamaica",51,51,1992,"JAMAICA",51
"2524","Bahamas",31,31,1992,"BAHAMAS",31
"2617","Belize",80,80,1992,"BELIZE",80
"2732","Colombia",100,100,1992,"COLOMBIA",100
"2832","Costa Rica",94,94,1992,"COSTA RICA",94
"2932","Cuba",40,40,1992,"CUBA",40
"3032","El Salvador",92,92,1992,"EL SALVADOR",92
"3135","Honduras",91,91,1992,"HONDURAS",91
"3233","Nicaragua",93,93,1992,"NICARAGUA",93
"3332","Panama",95,95,1992,"PANAMA",95
"3421","Antigua and Barbuda",58,58,1992,"ANTIGUA AND BARBUDA",58
"3515","St. Kitts and Nevis",60,60,1992,"SAINT KITTS AND NEVIS",60
"3632","Iceland",395,395,1992,"ICELAND",395
"3732","Ireland",205,205,1992,"IRELAND",205
"3832","United Kingdom",200,200,1992,"UNITED KINGDOM",200
"3918","Cape Verde",402,402,1992,"CAPE VERDE",402
"4032","Cote d'Ivoire",437,437,1992,"COTE D'IVOIRE",437
"4134","Ghana",452,452,1992,"GHANA",452
"4233","Liberia",450,450,1992,"LIBERIA",450
"4432","Portugal",235,235,1992,"PORTUGAL",235
"4532","Spain",230,230,1992,"SPAIN",230
"4632","Burkina Faso",439,439,1992,"BURKINA FASO",439
"4732","Guinea",438,438,1992,"GUINEA",438
"4819","Guinea-Bissau",404,404,1992,"GUINEA-BISSAU",404
"4932","Mali",432,432,1992,"MALI",432
"5132","Senegal",433,433,1992,"SENEGAL",433
"5231","Sierra Leone",451,451,1992,"SIERRA LEONE",451
"5327","The Gambia",420,420,1992,"GAMBIA",420
"5420","Djibouti",522,522,1992,"DJIBOUTI",522
"5732","Mongolia",712,712,1992,"MONGOLIA",712
"5832","Sudan",625,625,1992,"SUDAN",625
"5930","Uganda",500,500,1992,"UGANDA",500
"6032","Iraq",645,645,1992,"IRAQ",645
"6233","Jordan",663,663,1992,"JORDAN",663
"6311","Kazakhstan",705,705,1992,"KAZAKHSTAN",705
"6432","Norway",385,385,1992,"NORWAY",385
"6511","Russia",365,365,1992,"RUSSIAN FEDERATION",365
"6632","Sweden",380,380,1992,"SWEDEN",380
"6730","Algeria",615,615,1992,"ALGERIA",615
"6832","Andorra",232,232,1992,"ANDORRA",232
"6931","Cameroon",471,471,1992,"CAMEROON",471
"7032","Central African Republic",482,482,1992,"CENTRAL AFRICAN REPUBLIC",482
"7233","Monaco",221,221,1992,"MONACO",221
"7332","Tunisia",616,616,1992,"TUNISIA",616
"7432","Benin",434,434,1992,"BENIN",434
"7627","Equatorial Guinea",411,411,1992,"EQUATORIAL GUINEA",411
"7720","Kiribati",946,970,1992,"KIRIBATI",970
"7832","Niger",436,436,1992,"NIGER",436
"7931","Nigeria",475,475,1992,"NIGERIA",475
"8017","Sao Tome and Principe",403,403,1992,"SAO TOME AND PRINCIPE",403
"8134","Togo",461,461,1992,"TOGO",461
"8233","Albania",339,339,1992,"ALBANIA",339
"8310","Bosnia and Herzegovina",346,346,1992,"BOSNIA AND HERZEGOVINA",346
"8410","Croatia",344,344,1992,"CROATIA",344
"8532","Italy",325,325,1992,"ITALY",325
"863","Macedonia",343,343,1992,"MACEDONIA, THE FORMER YUGOSLAV REPUBLIC OF",343
"8728","Malta",338,338,1992,"MALTA",338
"8832","San Marino",331,331,1992,"SAN MARINO",331
"9032","Bulgaria",355,355,1992,"BULGARIA",355
"9135","Cyprus",352,352,1992,"CYPRUS",352
"9311","Georgia",372,372,1992,"GEORGIA",372
"9432","Greece",350,350,1992,"GREECE",350
"9532","Lebanon",660,660,1992,"LEBANON",660
"9732","Turkey",640,640,1992,"TURKEY",640
"9832","Austria",305,305,1992,"AUSTRIA",305
"10032","Denmark",390,390,1992,"DENMARK",390
"10135","Hungary",310,310,1992,"HUNGARY",310
"10233","Poland",290,290,1992,"POLAND",290
"10410","Slovenia",349,349,1992,"SLOVENIA",349
"10532","Belgium",211,211,1992,"BELGIUM",211
"10632","France",220,220,1992,"FRANCE",220
"10732","Liechtenstein",223,223,1992,"LIECHTENSTEIN",223
"10832","Luxembourg",212,212,1992,"LUXEMBOURG",212
"10932","Netherlands",210,210,1992,"NETHERLANDS",210
"11032","Switzerland",225,225,1992,"SWITZERLAND",225
"11111","Belarus",370,370,1992,"BELARUS",370
"11211","Estonia",366,366,1992,"ESTONIA",366
"11332","Finland",375,375,1992,"FINLAND",375
"11411","Latvia",367,367,1992,"LATVIA",367
"1157","Lithuania",368,368,1992,"LITHUANIA",368
"1162","Moldova",359,359,1992,"MOLDOVA, REPUBLIC OF",359
"11732","Romania",360,360,1992,"ROMANIA",360
"1182","Ukraine",369,369,1992,"UKRAINE",369
"11927","Maldives",781,781,1992,"MALDIVES",781
"12032","Oman",698,698,1992,"OMAN",698
"12133","Somalia",520,520,1992,"SOMALIA",520
"12232","Sri Lanka",780,780,1992,"SRI LANKA",780
"12311","Turkmenistan",701,701,1992,"TURKMENISTAN",701
"12411","Uzbekistan",704,704,1992,"UZBEKISTAN",704
"1262","Armenia",371,371,1992,"ARMENIA",371
"1272","Azerbaijan",373,373,1992,"AZERBAIJAN",373
"12822","Bahrain",692,692,1992,"BAHRAIN",692
"12932","Iran",630,630,1992,"IRAN, ISLAMIC REPUBLIC OF",630
"13031","Kuwait",690,690,1992,"KUWAIT",690
"13128","Qatar",694,694,1992,"QATAR",694
"13322","United Arab Emirates",696,696,1992,"UNITED ARAB EMIRATES",696
"13432","Afghanistan",700,700,1992,"AFGHANISTAN",700
"1357","Kyrgyzstan",703,703,1992,"KYRGYZSTAN",703
"13632","Nepal",790,790,1992,"NEPAL",790
"13722","Pakistan",770,770,1992,"PAKISTAN",770
"1382","Tajikistan",702,702,1992,"TAJIKISTAN",702
"13922","Bangladesh",771,771,1992,"BANGLADESH",771
"14032","Bhutan",760,760,1992,"BHUTAN",760
"1419","Brunei",835,835,1992,"BRUNEI DARUSSALAM",835
"14332","Japan",740,740,1992,"JAPAN",740
"14432","North Korea",731,731,1992,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",731
"14632","Philippines",840,840,1992,"PHILIPPINES",840
"14732","South Korea",732,732,1992,"KOREA, REPUBLIC OF",732
"14832","Cambodia",811,811,1992,"CAMBODIA",811
"14932","Laos",812,812,1992,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",812
"15032","Myanmar",775,775,1992,"MYANMAR",775
"15134","Thailand",800,800,1992,"THAILAND",800
"15226","Vietnam",816,816,1992,"VIETNAM",816
"15316","Marshall Is.",983,983,1992,"MARSHALL ISLANDS",983
"15411","Micronesia",987,987,1992,"MICRONESIA, FEDERATED STATES OF",987
"15527","Botswana",571,571,1992,"BOTSWANA",571
"15630","Burundi",516,516,1992,"BURUNDI",516
"15729","Kenya",501,501,1992,"KENYA",501
"15830","Rwanda",517,517,1992,"RWANDA",517
"15928","Tanzania",510,510,1992,"TANZANIA, UNITED REPUBLIC OF",510
"16028","Zambia",551,551,1992,"ZAMBIA",551
"16131","Zimbabwe",552,552,1992,"ZIMBABWE",552
"16224","Comoros",581,581,1992,"COMOROS",581
"16327","Lesotho",570,570,1992,"LESOTHO",570
"16428","Malawi",553,553,1992,"MALAWI",553
"16519","Mozambique",541,541,1992,"MOZAMBIQUE",541
"16611","South Africa",560,560,1992,"SOUTH AFRICA",560
"16725","Swaziland",572,572,1992,"SWAZILAND",572
"16818","Angola",540,540,1992,"ANGOLA",540
"16932","Congo",484,484,1992,"CONGO, REPUBLIC OF",484
"17032","Congo, Democratic Republic of",490,490,1992,"CONGO, THE DEMOCRATIC REPUBLIC OF",490
"17127","Fiji",950,950,1992,"FIJI",950
"17232","Gabon",481,481,1992,"GABON",481
"17312","Namibia",565,565,1992,"NAMIBIA",565
"17432","New Zealand",920,920,1992,"NEW ZEALAND",920
"17532","Madagascar",580,580,1992,"MADAGASCAR",580
"17624","Mauritius",590,590,1992,"MAURITIUS",590
"17717","Seychelles",591,591,1992,"SEYCHELLES",591
"18032","Australia",900,900,1992,"AUSTRALIA",900
"18124","Nauru",970,971,1992,"NAURU",971
"18219","Papua New Guinea",910,910,1992,"PAPUA NEW GUINEA",910
"18316","Solomon Is.",940,940,1992,"SOLOMON ISLANDS",940
"18414","Tuvalu",947,973,1992,"TUVALU",973
"18513","Vanuatu",935,935,1992,"VANUATU",935
"18632","Canada",20,20,1992,"CANADA",20
"1875","Germany",255,260,1992,"GERMANY",260
"19032","Czechoslovakia",315,315,1992,"Czechoslovakia",315
"19532","Ethiopia",530,530,1992,"ETHIOPIA",530
"20232","Taiwan",713,713,1992,"TAIWAN, PROVINCE OF CHINA",713
"20332","China",710,710,1992,"CHINA",710
"20927","Malaysia",820,820,1992,"MALAYSIA",820
"21027","Singapore",830,830,1992,"SINGAPORE",830
"21219","Indonesia",850,850,1992,"INDONESIA",850
"21720","Libya",620,620,1992,"LIBYAN ARAB JAMAHIRIYA",620
"21820","Chad",483,483,1992,"CHAD",483
"22219","Israel",666,666,1992,"ISRAEL",666
"22426","Syria",652,652,1992,"SYRIAN ARAB REPUBLIC",652
"22614","Egypt",651,651,1992,"EGYPT",651
"22732","India",750,750,1992,"INDIA",750
"23110","Serbia and Montenegro",345,345,1992,"SERBIA",345
"23832","United States",2,2,1992,"UNITED STATES",2
"23932","Saudi Arabia",670,670,1992,"SAUDI ARABIA",670
"2403","Yemen",679,678,1992,"YEMEN",678
"24314","Morocco",600,600,1992,"MOROCCO",600
"24414","Mauritania",435,435,1992,"MAURITANIA",435
"027","Guyana",110,110,1993,"GUYANA",110
"1158","Suriname",115,115,1993,"SURINAME",115
"2144","Trinidad and Tobago",52,52,1993,"TRINIDAD AND TOBAGO",52
"3102","Venezuela",101,101,1993,"VENEZUELA, BOLIVARIAN REPUBLIC OF",101
"4107","Samoa",990,990,1993,"SAMOA",990
"561","Tonga",955,972,1993,"TONGA",972
"690","Argentina",160,160,1993,"ARGENTINA",160
"7109","Bolivia",145,145,1993,"BOLIVIA, PLURINATIONAL STATE OF",145
"864","Brazil",140,140,1993,"BRAZIL",140
"994","Chile",155,155,1993,"CHILE",155
"1090","Ecuador",130,130,1993,"ECUADOR",130
"1159","Paraguay",150,150,1993,"PARAGUAY",150
"1253","Peru",135,135,1993,"PERU",135
"1358","Uruguay",165,165,1993,"URUGUAY",165
"1560","Guatemala",90,90,1993,"GUATEMALA",90
"1680","Mexico",70,70,1993,"MEXICO",70
"1784","Barbados",53,53,1993,"BARBADOS",53
"1876","Dominica",54,54,1993,"DOMINICA",54
"1945","Grenada",55,55,1993,"GRENADA",55
"2078","St. Lucia",56,56,1993,"SAINT LUCIA",56
"2145","St. Vincent and the Grenadines",57,57,1993,"SAINT VINCENT AND THE GRENADINES",57
"2284","Dominican Republic",42,42,1993,"DOMINICAN REPUBLIC",42
"2335","Haiti",41,41,1993,"HAITI",41
"2440","Jamaica",51,51,1993,"JAMAICA",51
"2525","Bahamas",31,31,1993,"BAHAMAS",31
"2618","Belize",80,80,1993,"BELIZE",80
"2733","Colombia",100,100,1993,"COLOMBIA",100
"2833","Costa Rica",94,94,1993,"COSTA RICA",94
"2933","Cuba",40,40,1993,"CUBA",40
"3033","El Salvador",92,92,1993,"EL SALVADOR",92
"3136","Honduras",91,91,1993,"HONDURAS",91
"3234","Nicaragua",93,93,1993,"NICARAGUA",93
"3333","Panama",95,95,1993,"PANAMA",95
"3422","Antigua and Barbuda",58,58,1993,"ANTIGUA AND BARBUDA",58
"3516","St. Kitts and Nevis",60,60,1993,"SAINT KITTS AND NEVIS",60
"3633","Iceland",395,395,1993,"ICELAND",395
"3733","Ireland",205,205,1993,"IRELAND",205
"3833","United Kingdom",200,200,1993,"UNITED KINGDOM",200
"3919","Cape Verde",402,402,1993,"CAPE VERDE",402
"4033","Cote d'Ivoire",437,437,1993,"COTE D'IVOIRE",437
"4135","Ghana",452,452,1993,"GHANA",452
"4234","Liberia",450,450,1993,"LIBERIA",450
"4433","Portugal",235,235,1993,"PORTUGAL",235
"4533","Spain",230,230,1993,"SPAIN",230
"4633","Burkina Faso",439,439,1993,"BURKINA FASO",439
"4733","Guinea",438,438,1993,"GUINEA",438
"4820","Guinea-Bissau",404,404,1993,"GUINEA-BISSAU",404
"4933","Mali",432,432,1993,"MALI",432
"5133","Senegal",433,433,1993,"SENEGAL",433
"5232","Sierra Leone",451,451,1993,"SIERRA LEONE",451
"5328","The Gambia",420,420,1993,"GAMBIA",420
"5421","Djibouti",522,522,1993,"DJIBOUTI",522
"5510","Eritrea",531,531,1993,"ERITREA",531
"562","Ethiopia",530,530,1993,"ETHIOPIA",530
"5733","Mongolia",712,712,1993,"MONGOLIA",712
"5833","Sudan",625,625,1993,"SUDAN",625
"5931","Uganda",500,500,1993,"UGANDA",500
"6033","Iraq",645,645,1993,"IRAQ",645
"6234","Jordan",663,663,1993,"JORDAN",663
"6312","Kazakhstan",705,705,1993,"KAZAKHSTAN",705
"6433","Norway",385,385,1993,"NORWAY",385
"6512","Russia",365,365,1993,"RUSSIAN FEDERATION",365
"6633","Sweden",380,380,1993,"SWEDEN",380
"6731","Algeria",615,615,1993,"ALGERIA",615
"6833","Andorra",232,232,1993,"ANDORRA",232
"6932","Cameroon",471,471,1993,"CAMEROON",471
"7033","Central African Republic",482,482,1993,"CENTRAL AFRICAN REPUBLIC",482
"7234","Monaco",221,221,1993,"MONACO",221
"7333","Tunisia",616,616,1993,"TUNISIA",616
"7433","Benin",434,434,1993,"BENIN",434
"7628","Equatorial Guinea",411,411,1993,"EQUATORIAL GUINEA",411
"7721","Kiribati",946,970,1993,"KIRIBATI",970
"7833","Niger",436,436,1993,"NIGER",436
"7932","Nigeria",475,475,1993,"NIGERIA",475
"8018","Sao Tome and Principe",403,403,1993,"SAO TOME AND PRINCIPE",403
"8135","Togo",461,461,1993,"TOGO",461
"8234","Albania",339,339,1993,"ALBANIA",339
"8311","Bosnia and Herzegovina",346,346,1993,"BOSNIA AND HERZEGOVINA",346
"8411","Croatia",344,344,1993,"CROATIA",344
"8533","Italy",325,325,1993,"ITALY",325
"865","Macedonia",343,343,1993,"MACEDONIA, THE FORMER YUGOSLAV REPUBLIC OF",343
"8729","Malta",338,338,1993,"MALTA",338
"8833","San Marino",331,331,1993,"SAN MARINO",331
"9033","Bulgaria",355,355,1993,"BULGARIA",355
"9136","Cyprus",352,352,1993,"CYPRUS",352
"9312","Georgia",372,372,1993,"GEORGIA",372
"9433","Greece",350,350,1993,"GREECE",350
"9533","Lebanon",660,660,1993,"LEBANON",660
"9733","Turkey",640,640,1993,"TURKEY",640
"9833","Austria",305,305,1993,"AUSTRIA",305
"995","Czech Republic",316,316,1993,"CZECH REPUBLIC",315
"10033","Denmark",390,390,1993,"DENMARK",390
"10136","Hungary",310,310,1993,"HUNGARY",310
"10234","Poland",290,290,1993,"POLAND",290
"10310","Slovakia",317,317,1993,"SLOVAKIA",317
"10411","Slovenia",349,349,1993,"SLOVENIA",349
"10533","Belgium",211,211,1993,"BELGIUM",211
"10633","France",220,220,1993,"FRANCE",220
"10733","Liechtenstein",223,223,1993,"LIECHTENSTEIN",223
"10833","Luxembourg",212,212,1993,"LUXEMBOURG",212
"10933","Netherlands",210,210,1993,"NETHERLANDS",210
"11033","Switzerland",225,225,1993,"SWITZERLAND",225
"11112","Belarus",370,370,1993,"BELARUS",370
"11212","Estonia",366,366,1993,"ESTONIA",366
"11333","Finland",375,375,1993,"FINLAND",375
"11412","Latvia",367,367,1993,"LATVIA",367
"11510","Lithuania",368,368,1993,"LITHUANIA",368
"1163","Moldova",359,359,1993,"MOLDOVA, REPUBLIC OF",359
"11733","Romania",360,360,1993,"ROMANIA",360
"1183","Ukraine",369,369,1993,"UKRAINE",369
"11928","Maldives",781,781,1993,"MALDIVES",781
"12033","Oman",698,698,1993,"OMAN",698
"12134","Somalia",520,520,1993,"SOMALIA",520
"12233","Sri Lanka",780,780,1993,"SRI LANKA",780
"12312","Turkmenistan",701,701,1993,"TURKMENISTAN",701
"12412","Uzbekistan",704,704,1993,"UZBEKISTAN",704
"1263","Armenia",371,371,1993,"ARMENIA",371
"1273","Azerbaijan",373,373,1993,"AZERBAIJAN",373
"12823","Bahrain",692,692,1993,"BAHRAIN",692
"12933","Iran",630,630,1993,"IRAN, ISLAMIC REPUBLIC OF",630
"13032","Kuwait",690,690,1993,"KUWAIT",690
"13129","Qatar",694,694,1993,"QATAR",694
"13323","United Arab Emirates",696,696,1993,"UNITED ARAB EMIRATES",696
"13433","Afghanistan",700,700,1993,"AFGHANISTAN",700
"1359","Kyrgyzstan",703,703,1993,"KYRGYZSTAN",703
"13633","Nepal",790,790,1993,"NEPAL",790
"13723","Pakistan",770,770,1993,"PAKISTAN",770
"1383","Tajikistan",702,702,1993,"TAJIKISTAN",702
"13923","Bangladesh",771,771,1993,"BANGLADESH",771
"14033","Bhutan",760,760,1993,"BHUTAN",760
"14110","Brunei",835,835,1993,"BRUNEI DARUSSALAM",835
"14333","Japan",740,740,1993,"JAPAN",740
"14433","North Korea",731,731,1993,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",731
"14633","Philippines",840,840,1993,"PHILIPPINES",840
"14733","South Korea",732,732,1993,"KOREA, REPUBLIC OF",732
"14833","Cambodia",811,811,1993,"CAMBODIA",811
"14933","Laos",812,812,1993,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",812
"15033","Myanmar",775,775,1993,"MYANMAR",775
"15135","Thailand",800,800,1993,"THAILAND",800
"15227","Vietnam",816,816,1993,"VIETNAM",816
"15317","Marshall Is.",983,983,1993,"MARSHALL ISLANDS",983
"15412","Micronesia",987,987,1993,"MICRONESIA, FEDERATED STATES OF",987
"15528","Botswana",571,571,1993,"BOTSWANA",571
"15631","Burundi",516,516,1993,"BURUNDI",516
"15730","Kenya",501,501,1993,"KENYA",501
"15831","Rwanda",517,517,1993,"RWANDA",517
"15929","Tanzania",510,510,1993,"TANZANIA, UNITED REPUBLIC OF",510
"16029","Zambia",551,551,1993,"ZAMBIA",551
"16132","Zimbabwe",552,552,1993,"ZIMBABWE",552
"16225","Comoros",581,581,1993,"COMOROS",581
"16328","Lesotho",570,570,1993,"LESOTHO",570
"16429","Malawi",553,553,1993,"MALAWI",553
"16520","Mozambique",541,541,1993,"MOZAMBIQUE",541
"16612","South Africa",560,560,1993,"SOUTH AFRICA",560
"16726","Swaziland",572,572,1993,"SWAZILAND",572
"16819","Angola",540,540,1993,"ANGOLA",540
"16933","Congo",484,484,1993,"CONGO, REPUBLIC OF",484
"17033","Congo, Democratic Republic of",490,490,1993,"CONGO, THE DEMOCRATIC REPUBLIC OF",490
"17128","Fiji",950,950,1993,"FIJI",950
"17233","Gabon",481,481,1993,"GABON",481
"17313","Namibia",565,565,1993,"NAMIBIA",565
"17433","New Zealand",920,920,1993,"NEW ZEALAND",920
"17533","Madagascar",580,580,1993,"MADAGASCAR",580
"17625","Mauritius",590,590,1993,"MAURITIUS",590
"17718","Seychelles",591,591,1993,"SEYCHELLES",591
"18033","Australia",900,900,1993,"AUSTRALIA",900
"18125","Nauru",970,971,1993,"NAURU",971
"18220","Papua New Guinea",910,910,1993,"PAPUA NEW GUINEA",910
"18317","Solomon Is.",940,940,1993,"SOLOMON ISLANDS",940
"18415","Tuvalu",947,973,1993,"TUVALU",973
"18514","Vanuatu",935,935,1993,"VANUATU",935
"18633","Canada",20,20,1993,"CANADA",20
"1877","Germany",255,260,1993,"GERMANY",260
"20233","Taiwan",713,713,1993,"TAIWAN, PROVINCE OF CHINA",713
"20333","China",710,710,1993,"CHINA",710
"20928","Malaysia",820,820,1993,"MALAYSIA",820
"21028","Singapore",830,830,1993,"SINGAPORE",830
"21220","Indonesia",850,850,1993,"INDONESIA",850
"21721","Libya",620,620,1993,"LIBYAN ARAB JAMAHIRIYA",620
"21821","Chad",483,483,1993,"CHAD",483
"22220","Israel",666,666,1993,"ISRAEL",666
"22427","Syria",652,652,1993,"SYRIAN ARAB REPUBLIC",652
"22615","Egypt",651,651,1993,"EGYPT",651
"22733","India",750,750,1993,"INDIA",750
"23111","Serbia and Montenegro",345,345,1993,"SERBIA",345
"23833","United States",2,2,1993,"UNITED STATES",2
"23933","Saudi Arabia",670,670,1993,"SAUDI ARABIA",670
"2404","Yemen",679,678,1993,"YEMEN",678
"24315","Morocco",600,600,1993,"MOROCCO",600
"24415","Mauritania",435,435,1993,"MAURITANIA",435
"028","Guyana",110,110,1994,"GUYANA",110
"1160","Suriname",115,115,1994,"SURINAME",115
"2146","Trinidad and Tobago",52,52,1994,"TRINIDAD AND TOBAGO",52
"3103","Venezuela",101,101,1994,"VENEZUELA, BOLIVARIAN REPUBLIC OF",101
"4108","Samoa",990,990,1994,"SAMOA",990
"563","Tonga",955,972,1994,"TONGA",972
"6100","Argentina",160,160,1994,"ARGENTINA",160
"7116","Bolivia",145,145,1994,"BOLIVIA, PLURINATIONAL STATE OF",145
"866","Brazil",140,140,1994,"BRAZIL",140
"996","Chile",155,155,1994,"CHILE",155
"10100","Ecuador",130,130,1994,"ECUADOR",130
"1164","Paraguay",150,150,1994,"PARAGUAY",150
"1254","Peru",135,135,1994,"PERU",135
"1360","Uruguay",165,165,1994,"URUGUAY",165
"1570","Guatemala",90,90,1994,"GUATEMALA",90
"1690","Mexico",70,70,1994,"MEXICO",70
"1785","Barbados",53,53,1994,"BARBADOS",53
"1878","Dominica",54,54,1994,"DOMINICA",54
"1946","Grenada",55,55,1994,"GRENADA",55
"2079","St. Lucia",56,56,1994,"SAINT LUCIA",56
"2147","St. Vincent and the Grenadines",57,57,1994,"SAINT VINCENT AND THE GRENADINES",57
"2285","Dominican Republic",42,42,1994,"DOMINICAN REPUBLIC",42
"2336","Haiti",41,41,1994,"HAITI",41
"2450","Jamaica",51,51,1994,"JAMAICA",51
"2526","Bahamas",31,31,1994,"BAHAMAS",31
"2619","Belize",80,80,1994,"BELIZE",80
"2734","Colombia",100,100,1994,"COLOMBIA",100
"2834","Costa Rica",94,94,1994,"COSTA RICA",94
"2934","Cuba",40,40,1994,"CUBA",40
"3034","El Salvador",92,92,1994,"EL SALVADOR",92
"3137","Honduras",91,91,1994,"HONDURAS",91
"3235","Nicaragua",93,93,1994,"NICARAGUA",93
"3334","Panama",95,95,1994,"PANAMA",95
"3423","Antigua and Barbuda",58,58,1994,"ANTIGUA AND BARBUDA",58
"3517","St. Kitts and Nevis",60,60,1994,"SAINT KITTS AND NEVIS",60
"3634","Iceland",395,395,1994,"ICELAND",395
"3734","Ireland",205,205,1994,"IRELAND",205
"3834","United Kingdom",200,200,1994,"UNITED KINGDOM",200
"3920","Cape Verde",402,402,1994,"CAPE VERDE",402
"4034","Cote d'Ivoire",437,437,1994,"COTE D'IVOIRE",437
"4136","Ghana",452,452,1994,"GHANA",452
"4235","Liberia",450,450,1994,"LIBERIA",450
"4434","Portugal",235,235,1994,"PORTUGAL",235
"4534","Spain",230,230,1994,"SPAIN",230
"4634","Burkina Faso",439,439,1994,"BURKINA FASO",439
"4734","Guinea",438,438,1994,"GUINEA",438
"4821","Guinea-Bissau",404,404,1994,"GUINEA-BISSAU",404
"4934","Mali",432,432,1994,"MALI",432
"5134","Senegal",433,433,1994,"SENEGAL",433
"5233","Sierra Leone",451,451,1994,"SIERRA LEONE",451
"5329","The Gambia",420,420,1994,"GAMBIA",420
"5422","Djibouti",522,522,1994,"DJIBOUTI",522
"5511","Eritrea",531,531,1994,"ERITREA",531
"564","Ethiopia",530,530,1994,"ETHIOPIA",530
"5734","Mongolia",712,712,1994,"MONGOLIA",712
"5834","Sudan",625,625,1994,"SUDAN",625
"5932","Uganda",500,500,1994,"UGANDA",500
"6034","Iraq",645,645,1994,"IRAQ",645
