"","CNTRY_NAME","COWCODE","GWCODE","year","cname","ccode"
"11711","Romania",360,360,1971,"ROMANIA",360
"1196","Maldives",781,781,1971,"MALDIVES",781
"12011","Oman",698,698,1971,"OMAN",698
"12112","Somalia",520,520,1971,"SOMALIA",520
"12211","Sri Lanka",780,780,1971,"SRI LANKA",780
"1281","Bahrain",692,692,1971,"BAHRAIN",692
"12911","Iran",630,630,1971,"IRAN, ISLAMIC REPUBLIC OF",630
"13010","Kuwait",690,690,1971,"KUWAIT",690
"1314","Qatar",694,694,1971,"QATAR",694
"1331","United Arab Emirates",696,696,1971,"UNITED ARAB EMIRATES",696
"13411","Afghanistan",700,700,1971,"AFGHANISTAN",700
"13611","Nepal",790,790,1971,"NEPAL",790
"1371","Pakistan",770,770,1971,"PAKISTAN",770
"1391","Bangladesh",771,771,1971,"BANGLADESH",771
"14011","Bhutan",760,760,1971,"BHUTAN",760
"14311","Japan",740,740,1971,"JAPAN",740
"14411","North Korea",731,731,1971,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",731
"14611","Philippines",840,840,1971,"PHILIPPINES",840
"14711","South Korea",732,732,1971,"KOREA, REPUBLIC OF",732
"14811","Cambodia",811,811,1971,"CAMBODIA",811
"14911","Laos",812,812,1971,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",812
"15011","Myanmar",775,775,1971,"MYANMAR",775
"15113","Thailand",800,800,1971,"THAILAND",800
"1556","Botswana",571,571,1971,"BOTSWANA",571
"1569","Burundi",516,516,1971,"BURUNDI",516
"1578","Kenya",501,501,1971,"KENYA",501
"1589","Rwanda",517,517,1971,"RWANDA",517
"1597","Tanzania",510,510,1971,"TANZANIA, UNITED REPUBLIC OF",510
"1607","Zambia",551,551,1971,"ZAMBIA",551
"16110","Zimbabwe",552,552,1971,"ZIMBABWE",552
"1636","Lesotho",570,570,1971,"LESOTHO",570
"1647","Malawi",553,553,1971,"MALAWI",553
"1674","Swaziland",572,572,1971,"SWAZILAND",572
"16911","Congo",484,484,1971,"CONGO, REPUBLIC OF",484
"17011","Congo, Democratic Republic of",490,490,1971,"CONGO, THE DEMOCRATIC REPUBLIC OF",490
"1712","Fiji",950,950,1971,"FIJI",950
"17211","Gabon",481,481,1971,"GABON",481
"17411","New Zealand",920,920,1971,"NEW ZEALAND",920
"17511","Madagascar",580,580,1971,"MADAGASCAR",580
"1763","Mauritius",590,590,1971,"MAURITIUS",590
"18011","Australia",900,900,1971,"AUSTRALIA",900
"1813","Nauru",970,971,1971,"NAURU",971
"18611","Canada",20,20,1971,"CANADA",20
"18811","Germany Federal Republic",260,260,1971,"GERMANY",260
"18911","Germany Democratic Republic",265,265,1971,"German Democratic Republic",265
"19011","Czechoslovakia",315,315,1971,"Czechoslovakia",315
"19111","Yugoslavia",345,345,1971,"Yugoslavia",345
"19211","USSR",365,365,1971,"RUSSIAN FEDERATION",365
"19511","Ethiopia",530,530,1971,"ETHIOPIA",530
"19611","South Africa",560,560,1971,"SOUTH AFRICA",560
"20011","Yemen Arab Republic",678,678,1971,"YEMEN",678
"20211","Taiwan",713,713,1971,"TAIWAN, PROVINCE OF CHINA",713
"20311","China",710,710,1971,"CHINA",710
"20511","Republic of Vietnam",817,817,1971,"VIETNAM",817
"20611","Vietnam",816,816,1971,"VIETNAM",816
"2096","Malaysia",820,820,1971,"MALAYSIA",820
"2106","Singapore",830,830,1971,"SINGAPORE",830
"2118","Indonesia",850,850,1971,"INDONESIA",850
"21911","Morocco",600,600,1971,"MOROCCO",600
"2235","Israel",666,666,1971,"ISRAEL",666
"2245","Syria",652,652,1971,"SYRIAN ARAB REPUBLIC",652
"2255","Egypt",651,651,1971,"EGYPT",651
"22711","India",750,750,1971,"INDIA",750
"23811","United States",2,2,1971,"UNITED STATES",2
"23911","Saudi Arabia",670,670,1971,"SAUDI ARABIA",670
"06","Guyana",110,110,1972,"GUYANA",110
"230","Trinidad and Tobago",52,52,1972,"TRINIDAD AND TOBAGO",52
"341","Venezuela",101,101,1972,"VENEZUELA, BOLIVARIAN REPUBLIC OF",101
"432","Samoa",990,990,1972,"SAMOA",990
"55","Tonga",955,972,1972,"TONGA",972
"633","Argentina",160,160,1972,"ARGENTINA",160
"760","Bolivia",145,145,1972,"BOLIVIA, PLURINATIONAL STATE OF",145
"832","Brazil",140,140,1972,"BRAZIL",140
"931","Chile",155,155,1972,"CHILE",155
"1033","Ecuador",130,130,1972,"ECUADOR",130
"1115","Paraguay",150,150,1972,"PARAGUAY",150
"1232","Peru",135,135,1972,"PERU",135
"1315","Uruguay",165,165,1972,"URUGUAY",165
"1524","Guatemala",90,90,1972,"GUATEMALA",90
"1620","Mexico",70,70,1972,"MEXICO",70
"1713","Barbados",53,53,1972,"BARBADOS",53
"2213","Dominican Republic",42,42,1972,"DOMINICAN REPUBLIC",42
"2314","Haiti",41,41,1972,"HAITI",41
"2410","Jamaica",51,51,1972,"JAMAICA",51
"2712","Colombia",100,100,1972,"COLOMBIA",100
"2812","Costa Rica",94,94,1972,"COSTA RICA",94
"2912","Cuba",40,40,1972,"CUBA",40
"3012","El Salvador",92,92,1972,"EL SALVADOR",92
"3115","Honduras",91,91,1972,"HONDURAS",91
"3213","Nicaragua",93,93,1972,"NICARAGUA",93
"3312","Panama",95,95,1972,"PANAMA",95
"3612","Iceland",395,395,1972,"ICELAND",395
"3712","Ireland",205,205,1972,"IRELAND",205
"3812","United Kingdom",200,200,1972,"UNITED KINGDOM",200
"4012","Cote d'Ivoire",437,437,1972,"COTE D'IVOIRE",437
"4114","Ghana",452,452,1972,"GHANA",452
"4213","Liberia",450,450,1972,"LIBERIA",450
"4412","Portugal",235,235,1972,"PORTUGAL",235
"4512","Spain",230,230,1972,"SPAIN",230
"4612","Burkina Faso",439,439,1972,"BURKINA FASO",439
"4712","Guinea",438,438,1972,"GUINEA",438
"4912","Mali",432,432,1972,"MALI",432
"5012","Mauritania",435,435,1972,"MAURITANIA",435
"5112","Senegal",433,433,1972,"SENEGAL",433
"5211","Sierra Leone",451,451,1972,"SIERRA LEONE",451
"537","The Gambia",420,420,1972,"GAMBIA",420
"5712","Mongolia",712,712,1972,"MONGOLIA",712
"5812","Sudan",625,625,1972,"SUDAN",625
"5910","Uganda",500,500,1972,"UGANDA",500
"6012","Iraq",645,645,1972,"IRAQ",645
"6213","Jordan",663,663,1972,"JORDAN",663
"6412","Norway",385,385,1972,"NORWAY",385
"6612","Sweden",380,380,1972,"SWEDEN",380
"6710","Algeria",615,615,1972,"ALGERIA",615
"6812","Andorra",232,232,1972,"ANDORRA",232
"6911","Cameroon",471,471,1972,"CAMEROON",471
"7012","Central African Republic",482,482,1972,"CENTRAL AFRICAN REPUBLIC",482
"7115","Libya",620,620,1972,"LIBYAN ARAB JAMAHIRIYA",620
"7213","Monaco",221,221,1972,"MONACO",221
"7312","Tunisia",616,616,1972,"TUNISIA",616
"7412","Benin",434,434,1972,"BENIN",434
"7512","Chad",483,483,1972,"CHAD",483
"765","Equatorial Guinea",411,411,1972,"EQUATORIAL GUINEA",411
"7812","Niger",436,436,1972,"NIGER",436
"7911","Nigeria",475,475,1972,"NIGERIA",475
"8114","Togo",461,461,1972,"TOGO",461
"8213","Albania",339,339,1972,"ALBANIA",339
"8512","Italy",325,325,1972,"ITALY",325
"878","Malta",338,338,1972,"MALTA",338
"8812","San Marino",331,331,1972,"SAN MARINO",331
"9012","Bulgaria",355,355,1972,"BULGARIA",355
"9115","Cyprus",352,352,1972,"CYPRUS",352
"9412","Greece",350,350,1972,"GREECE",350
"9512","Lebanon",660,660,1972,"LEBANON",660
"9712","Turkey",640,640,1972,"TURKEY",640
"9812","Austria",305,305,1972,"AUSTRIA",305
"10012","Denmark",390,390,1972,"DENMARK",390
"10115","Hungary",310,310,1972,"HUNGARY",310
"10213","Poland",290,290,1972,"POLAND",290
"10512","Belgium",211,211,1972,"BELGIUM",211
"10612","France",220,220,1972,"FRANCE",220
"10712","Liechtenstein",223,223,1972,"LIECHTENSTEIN",223
"10812","Luxembourg",212,212,1972,"LUXEMBOURG",212
"10912","Netherlands",210,210,1972,"NETHERLANDS",210
"11012","Switzerland",225,225,1972,"SWITZERLAND",225
"11312","Finland",375,375,1972,"FINLAND",375
"11712","Romania",360,360,1972,"ROMANIA",360
"1197","Maldives",781,781,1972,"MALDIVES",781
"12012","Oman",698,698,1972,"OMAN",698
"12113","Somalia",520,520,1972,"SOMALIA",520
"12212","Sri Lanka",780,780,1972,"SRI LANKA",780
"1282","Bahrain",692,692,1972,"BAHRAIN",692
"12912","Iran",630,630,1972,"IRAN, ISLAMIC REPUBLIC OF",630
"13011","Kuwait",690,690,1972,"KUWAIT",690
"1316","Qatar",694,694,1972,"QATAR",694
"1332","United Arab Emirates",696,696,1972,"UNITED ARAB EMIRATES",696
"13412","Afghanistan",700,700,1972,"AFGHANISTAN",700
"13612","Nepal",790,790,1972,"NEPAL",790
"1372","Pakistan",770,770,1972,"PAKISTAN",770
"1392","Bangladesh",771,771,1972,"BANGLADESH",771
"14012","Bhutan",760,760,1972,"BHUTAN",760
"14312","Japan",740,740,1972,"JAPAN",740
"14412","North Korea",731,731,1972,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",731
"14612","Philippines",840,840,1972,"PHILIPPINES",840
"14712","South Korea",732,732,1972,"KOREA, REPUBLIC OF",732
"14812","Cambodia",811,811,1972,"CAMBODIA",811
"14912","Laos",812,812,1972,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",812
"15012","Myanmar",775,775,1972,"MYANMAR",775
"15114","Thailand",800,800,1972,"THAILAND",800
"1557","Botswana",571,571,1972,"BOTSWANA",571
"15610","Burundi",516,516,1972,"BURUNDI",516
"1579","Kenya",501,501,1972,"KENYA",501
"15810","Rwanda",517,517,1972,"RWANDA",517
"1598","Tanzania",510,510,1972,"TANZANIA, UNITED REPUBLIC OF",510
"1608","Zambia",551,551,1972,"ZAMBIA",551
"16111","Zimbabwe",552,552,1972,"ZIMBABWE",552
"1637","Lesotho",570,570,1972,"LESOTHO",570
"1648","Malawi",553,553,1972,"MALAWI",553
"1675","Swaziland",572,572,1972,"SWAZILAND",572
"16912","Congo",484,484,1972,"CONGO, REPUBLIC OF",484
"17012","Congo, Democratic Republic of",490,490,1972,"CONGO, THE DEMOCRATIC REPUBLIC OF",490
"1714","Fiji",950,950,1972,"FIJI",950
"17212","Gabon",481,481,1972,"GABON",481
"17412","New Zealand",920,920,1972,"NEW ZEALAND",920
"17512","Madagascar",580,580,1972,"MADAGASCAR",580
"1764","Mauritius",590,590,1972,"MAURITIUS",590
"18012","Australia",900,900,1972,"AUSTRALIA",900
"1814","Nauru",970,971,1972,"NAURU",971
"18612","Canada",20,20,1972,"CANADA",20
"18812","Germany Federal Republic",260,260,1972,"GERMANY",260
"18912","Germany Democratic Republic",265,265,1972,"German Democratic Republic",265
"19012","Czechoslovakia",315,315,1972,"Czechoslovakia",315
"19112","Yugoslavia",345,345,1972,"Yugoslavia",345
"19212","USSR",365,365,1972,"RUSSIAN FEDERATION",365
"19512","Ethiopia",530,530,1972,"ETHIOPIA",530
"19612","South Africa",560,560,1972,"SOUTH AFRICA",560
"20012","Yemen Arab Republic",678,678,1972,"YEMEN",678
"20212","Taiwan",713,713,1972,"TAIWAN, PROVINCE OF CHINA",713
"20312","China",710,710,1972,"CHINA",710
"20512","Republic of Vietnam",817,817,1972,"VIETNAM",817
"20612","Vietnam",816,816,1972,"VIETNAM",816
"2097","Malaysia",820,820,1972,"MALAYSIA",820
"2107","Singapore",830,830,1972,"SINGAPORE",830
"2119","Indonesia",850,850,1972,"INDONESIA",850
"21912","Morocco",600,600,1972,"MOROCCO",600
"2236","Israel",666,666,1972,"ISRAEL",666
"2246","Syria",652,652,1972,"SYRIAN ARAB REPUBLIC",652
"2256","Egypt",651,651,1972,"EGYPT",651
"22712","India",750,750,1972,"INDIA",750
"23812","United States",2,2,1972,"UNITED STATES",2
"23912","Saudi Arabia",670,670,1972,"SAUDI ARABIA",670
"07","Guyana",110,110,1973,"GUYANA",110
"240","Trinidad and Tobago",52,52,1973,"TRINIDAD AND TOBAGO",52
"342","Venezuela",101,101,1973,"VENEZUELA, BOLIVARIAN REPUBLIC OF",101
"433","Samoa",990,990,1973,"SAMOA",990
"56","Tonga",955,972,1973,"TONGA",972
"634","Argentina",160,160,1973,"ARGENTINA",160
"766","Bolivia",145,145,1973,"BOLIVIA, PLURINATIONAL STATE OF",145
"833","Brazil",140,140,1973,"BRAZIL",140
"932","Chile",155,155,1973,"CHILE",155
"1034","Ecuador",130,130,1973,"ECUADOR",130
"1116","Paraguay",150,150,1973,"PARAGUAY",150
"1233","Peru",135,135,1973,"PERU",135
"1317","Uruguay",165,165,1973,"URUGUAY",165
"1525","Guatemala",90,90,1973,"GUATEMALA",90
"1621","Mexico",70,70,1973,"MEXICO",70
"1715","Barbados",53,53,1973,"BARBADOS",53
"2214","Dominican Republic",42,42,1973,"DOMINICAN REPUBLIC",42
"2315","Haiti",41,41,1973,"HAITI",41
"2411","Jamaica",51,51,1973,"JAMAICA",51
"251","Bahamas",31,31,1973,"BAHAMAS",31
"2713","Colombia",100,100,1973,"COLOMBIA",100
"2813","Costa Rica",94,94,1973,"COSTA RICA",94
"2913","Cuba",40,40,1973,"CUBA",40
"3013","El Salvador",92,92,1973,"EL SALVADOR",92
"3116","Honduras",91,91,1973,"HONDURAS",91
"3214","Nicaragua",93,93,1973,"NICARAGUA",93
"3313","Panama",95,95,1973,"PANAMA",95
"3613","Iceland",395,395,1973,"ICELAND",395
"3713","Ireland",205,205,1973,"IRELAND",205
"3813","United Kingdom",200,200,1973,"UNITED KINGDOM",200
"4013","Cote d'Ivoire",437,437,1973,"COTE D'IVOIRE",437
"4115","Ghana",452,452,1973,"GHANA",452
"4214","Liberia",450,450,1973,"LIBERIA",450
"4413","Portugal",235,235,1973,"PORTUGAL",235
"4513","Spain",230,230,1973,"SPAIN",230
"4613","Burkina Faso",439,439,1973,"BURKINA FASO",439
"4713","Guinea",438,438,1973,"GUINEA",438
"4913","Mali",432,432,1973,"MALI",432
"5013","Mauritania",435,435,1973,"MAURITANIA",435
"5113","Senegal",433,433,1973,"SENEGAL",433
"5212","Sierra Leone",451,451,1973,"SIERRA LEONE",451
"538","The Gambia",420,420,1973,"GAMBIA",420
"5713","Mongolia",712,712,1973,"MONGOLIA",712
"5813","Sudan",625,625,1973,"SUDAN",625
"5911","Uganda",500,500,1973,"UGANDA",500
"6013","Iraq",645,645,1973,"IRAQ",645
"6214","Jordan",663,663,1973,"JORDAN",663
"6413","Norway",385,385,1973,"NORWAY",385
"6613","Sweden",380,380,1973,"SWEDEN",380
"6711","Algeria",615,615,1973,"ALGERIA",615
"6813","Andorra",232,232,1973,"ANDORRA",232
"6912","Cameroon",471,471,1973,"CAMEROON",471
"7013","Central African Republic",482,482,1973,"CENTRAL AFRICAN REPUBLIC",482
"7214","Monaco",221,221,1973,"MONACO",221
"7313","Tunisia",616,616,1973,"TUNISIA",616
"7413","Benin",434,434,1973,"BENIN",434
"767","Equatorial Guinea",411,411,1973,"EQUATORIAL GUINEA",411
"7813","Niger",436,436,1973,"NIGER",436
"7912","Nigeria",475,475,1973,"NIGERIA",475
"8115","Togo",461,461,1973,"TOGO",461
"8214","Albania",339,339,1973,"ALBANIA",339
"8513","Italy",325,325,1973,"ITALY",325
"879","Malta",338,338,1973,"MALTA",338
"8813","San Marino",331,331,1973,"SAN MARINO",331
"9013","Bulgaria",355,355,1973,"BULGARIA",355
"9116","Cyprus",352,352,1973,"CYPRUS",352
"9413","Greece",350,350,1973,"GREECE",350
"9513","Lebanon",660,660,1973,"LEBANON",660
"9713","Turkey",640,640,1973,"TURKEY",640
"9813","Austria",305,305,1973,"AUSTRIA",305
"10013","Denmark",390,390,1973,"DENMARK",390
"10116","Hungary",310,310,1973,"HUNGARY",310
"10214","Poland",290,290,1973,"POLAND",290
"10513","Belgium",211,211,1973,"BELGIUM",211
"10613","France",220,220,1973,"FRANCE",220
"10713","Liechtenstein",223,223,1973,"LIECHTENSTEIN",223
"10813","Luxembourg",212,212,1973,"LUXEMBOURG",212
"10913","Netherlands",210,210,1973,"NETHERLANDS",210
"11013","Switzerland",225,225,1973,"SWITZERLAND",225
"11313","Finland",375,375,1973,"FINLAND",375
"11713","Romania",360,360,1973,"ROMANIA",360
"1198","Maldives",781,781,1973,"MALDIVES",781
"12013","Oman",698,698,1973,"OMAN",698
"12114","Somalia",520,520,1973,"SOMALIA",520
"12213","Sri Lanka",780,780,1973,"SRI LANKA",780
"1283","Bahrain",692,692,1973,"BAHRAIN",692
"12913","Iran",630,630,1973,"IRAN, ISLAMIC REPUBLIC OF",630
"13012","Kuwait",690,690,1973,"KUWAIT",690
"1318","Qatar",694,694,1973,"QATAR",694
"1333","United Arab Emirates",696,696,1973,"UNITED ARAB EMIRATES",696
"13413","Afghanistan",700,700,1973,"AFGHANISTAN",700
"13613","Nepal",790,790,1973,"NEPAL",790
"1373","Pakistan",770,770,1973,"PAKISTAN",770
"1393","Bangladesh",771,771,1973,"BANGLADESH",771
"14013","Bhutan",760,760,1973,"BHUTAN",760
"14313","Japan",740,740,1973,"JAPAN",740
"14413","North Korea",731,731,1973,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",731
"14613","Philippines",840,840,1973,"PHILIPPINES",840
"14713","South Korea",732,732,1973,"KOREA, REPUBLIC OF",732
"14813","Cambodia",811,811,1973,"CAMBODIA",811
"14913","Laos",812,812,1973,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",812
"15013","Myanmar",775,775,1973,"MYANMAR",775
"15115","Thailand",800,800,1973,"THAILAND",800
"1558","Botswana",571,571,1973,"BOTSWANA",571
"15611","Burundi",516,516,1973,"BURUNDI",516
"15710","Kenya",501,501,1973,"KENYA",501
"15811","Rwanda",517,517,1973,"RWANDA",517
"1599","Tanzania",510,510,1973,"TANZANIA, UNITED REPUBLIC OF",510
"1609","Zambia",551,551,1973,"ZAMBIA",551
"16112","Zimbabwe",552,552,1973,"ZIMBABWE",552
"1638","Lesotho",570,570,1973,"LESOTHO",570
"1649","Malawi",553,553,1973,"MALAWI",553
"1676","Swaziland",572,572,1973,"SWAZILAND",572
"16913","Congo",484,484,1973,"CONGO, REPUBLIC OF",484
"17013","Congo, Democratic Republic of",490,490,1973,"CONGO, THE DEMOCRATIC REPUBLIC OF",490
"1716","Fiji",950,950,1973,"FIJI",950
"17213","Gabon",481,481,1973,"GABON",481
"17413","New Zealand",920,920,1973,"NEW ZEALAND",920
"17513","Madagascar",580,580,1973,"MADAGASCAR",580
"1765","Mauritius",590,590,1973,"MAURITIUS",590
"18013","Australia",900,900,1973,"AUSTRALIA",900
"1815","Nauru",970,971,1973,"NAURU",971
"18613","Canada",20,20,1973,"CANADA",20
"18813","Germany Federal Republic",260,260,1973,"GERMANY",260
"18913","Germany Democratic Republic",265,265,1973,"German Democratic Republic",265
"19013","Czechoslovakia",315,315,1973,"Czechoslovakia",315
"19113","Yugoslavia",345,345,1973,"Yugoslavia",345
"19213","USSR",365,365,1973,"RUSSIAN FEDERATION",365
"19513","Ethiopia",530,530,1973,"ETHIOPIA",530
"19613","South Africa",560,560,1973,"SOUTH AFRICA",560
"20013","Yemen Arab Republic",678,678,1973,"YEMEN",678
"20213","Taiwan",713,713,1973,"TAIWAN, PROVINCE OF CHINA",713
"20313","China",710,710,1973,"CHINA",710
"20513","Republic of Vietnam",817,817,1973,"VIETNAM",817
"20613","Vietnam",816,816,1973,"VIETNAM",816
"2098","Malaysia",820,820,1973,"MALAYSIA",820
"2108","Singapore",830,830,1973,"SINGAPORE",830
"21110","Indonesia",850,850,1973,"INDONESIA",850
"2171","Libya",620,620,1973,"LIBYAN ARAB JAMAHIRIYA",620
"2181","Chad",483,483,1973,"CHAD",483
"21913","Morocco",600,600,1973,"MOROCCO",600
"2237","Israel",666,666,1973,"ISRAEL",666
"2247","Syria",652,652,1973,"SYRIAN ARAB REPUBLIC",652
"2257","Egypt",651,651,1973,"EGYPT",651
"22713","India",750,750,1973,"INDIA",750
"23813","United States",2,2,1973,"UNITED STATES",2
"23913","Saudi Arabia",670,670,1973,"SAUDI ARABIA",670
"08","Guyana",110,110,1974,"GUYANA",110
"250","Trinidad and Tobago",52,52,1974,"TRINIDAD AND TOBAGO",52
"343","Venezuela",101,101,1974,"VENEZUELA, BOLIVARIAN REPUBLIC OF",101
"434","Samoa",990,990,1974,"SAMOA",990
"510","Tonga",955,972,1974,"TONGA",972
"635","Argentina",160,160,1974,"ARGENTINA",160
"768","Bolivia",145,145,1974,"BOLIVIA, PLURINATIONAL STATE OF",145
"834","Brazil",140,140,1974,"BRAZIL",140
"933","Chile",155,155,1974,"CHILE",155
"1035","Ecuador",130,130,1974,"ECUADOR",130
"1117","Paraguay",150,150,1974,"PARAGUAY",150
"1234","Peru",135,135,1974,"PERU",135
"1319","Uruguay",165,165,1974,"URUGUAY",165
"1526","Guatemala",90,90,1974,"GUATEMALA",90
"1622","Mexico",70,70,1974,"MEXICO",70
"1717","Barbados",53,53,1974,"BARBADOS",53
"19","Grenada",55,55,1974,"GRENADA",55
"2215","Dominican Republic",42,42,1974,"DOMINICAN REPUBLIC",42
"2316","Haiti",41,41,1974,"HAITI",41
"2412","Jamaica",51,51,1974,"JAMAICA",51
"252","Bahamas",31,31,1974,"BAHAMAS",31
"2714","Colombia",100,100,1974,"COLOMBIA",100
"2814","Costa Rica",94,94,1974,"COSTA RICA",94
"2914","Cuba",40,40,1974,"CUBA",40
"3014","El Salvador",92,92,1974,"EL SALVADOR",92
"3117","Honduras",91,91,1974,"HONDURAS",91
"3215","Nicaragua",93,93,1974,"NICARAGUA",93
"3314","Panama",95,95,1974,"PANAMA",95
"3614","Iceland",395,395,1974,"ICELAND",395
"3714","Ireland",205,205,1974,"IRELAND",205
"3814","United Kingdom",200,200,1974,"UNITED KINGDOM",200
"4014","Cote d'Ivoire",437,437,1974,"COTE D'IVOIRE",437
"4116","Ghana",452,452,1974,"GHANA",452
"4215","Liberia",450,450,1974,"LIBERIA",450
"4414","Portugal",235,235,1974,"PORTUGAL",235
"4514","Spain",230,230,1974,"SPAIN",230
"4614","Burkina Faso",439,439,1974,"BURKINA FASO",439
"4714","Guinea",438,438,1974,"GUINEA",438
"481","Guinea-Bissau",404,404,1974,"GUINEA-BISSAU",404
"4914","Mali",432,432,1974,"MALI",432
"5014","Mauritania",435,435,1974,"MAURITANIA",435
"5114","Senegal",433,433,1974,"SENEGAL",433
"5213","Sierra Leone",451,451,1974,"SIERRA LEONE",451
"539","The Gambia",420,420,1974,"GAMBIA",420
"5714","Mongolia",712,712,1974,"MONGOLIA",712
"5814","Sudan",625,625,1974,"SUDAN",625
"5912","Uganda",500,500,1974,"UGANDA",500
"6014","Iraq",645,645,1974,"IRAQ",645
"6215","Jordan",663,663,1974,"JORDAN",663
"6414","Norway",385,385,1974,"NORWAY",385
"6614","Sweden",380,380,1974,"SWEDEN",380
"6712","Algeria",615,615,1974,"ALGERIA",615
"6814","Andorra",232,232,1974,"ANDORRA",232
"6913","Cameroon",471,471,1974,"CAMEROON",471
"7014","Central African Republic",482,482,1974,"CENTRAL AFRICAN REPUBLIC",482
"7215","Monaco",221,221,1974,"MONACO",221
"7314","Tunisia",616,616,1974,"TUNISIA",616
"7414","Benin",434,434,1974,"BENIN",434
"769","Equatorial Guinea",411,411,1974,"EQUATORIAL GUINEA",411
"7814","Niger",436,436,1974,"NIGER",436
"7913","Nigeria",475,475,1974,"NIGERIA",475
"8116","Togo",461,461,1974,"TOGO",461
"8215","Albania",339,339,1974,"ALBANIA",339
"8514","Italy",325,325,1974,"ITALY",325
"8710","Malta",338,338,1974,"MALTA",338
"8814","San Marino",331,331,1974,"SAN MARINO",331
"9014","Bulgaria",355,355,1974,"BULGARIA",355
"9117","Cyprus",352,352,1974,"CYPRUS",352
"9414","Greece",350,350,1974,"GREECE",350
"9514","Lebanon",660,660,1974,"LEBANON",660
"9714","Turkey",640,640,1974,"TURKEY",640
"9814","Austria",305,305,1974,"AUSTRIA",305
"10014","Denmark",390,390,1974,"DENMARK",390
"10117","Hungary",310,310,1974,"HUNGARY",310
"10215","Poland",290,290,1974,"POLAND",290
"10514","Belgium",211,211,1974,"BELGIUM",211
"10614","France",220,220,1974,"FRANCE",220
"10714","Liechtenstein",223,223,1974,"LIECHTENSTEIN",223
"10814","Luxembourg",212,212,1974,"LUXEMBOURG",212
"10914","Netherlands",210,210,1974,"NETHERLANDS",210
"11014","Switzerland",225,225,1974,"SWITZERLAND",225
"11314","Finland",375,375,1974,"FINLAND",375
"11714","Romania",360,360,1974,"ROMANIA",360
"1199","Maldives",781,781,1974,"MALDIVES",781
"12014","Oman",698,698,1974,"OMAN",698
"12115","Somalia",520,520,1974,"SOMALIA",520
"12214","Sri Lanka",780,780,1974,"SRI LANKA",780
"1284","Bahrain",692,692,1974,"BAHRAIN",692
"12914","Iran",630,630,1974,"IRAN, ISLAMIC REPUBLIC OF",630
"13013","Kuwait",690,690,1974,"KUWAIT",690
"13110","Qatar",694,694,1974,"QATAR",694
"1334","United Arab Emirates",696,696,1974,"UNITED ARAB EMIRATES",696
"13414","Afghanistan",700,700,1974,"AFGHANISTAN",700
"13614","Nepal",790,790,1974,"NEPAL",790
"1374","Pakistan",770,770,1974,"PAKISTAN",770
"1394","Bangladesh",771,771,1974,"BANGLADESH",771
"14014","Bhutan",760,760,1974,"BHUTAN",760
"14314","Japan",740,740,1974,"JAPAN",740
"14414","North Korea",731,731,1974,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",731
"14614","Philippines",840,840,1974,"PHILIPPINES",840
"14714","South Korea",732,732,1974,"KOREA, REPUBLIC OF",732
"14814","Cambodia",811,811,1974,"CAMBODIA",811
"14914","Laos",812,812,1974,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",812
"15014","Myanmar",775,775,1974,"MYANMAR",775
"15116","Thailand",800,800,1974,"THAILAND",800
"1559","Botswana",571,571,1974,"BOTSWANA",571
"15612","Burundi",516,516,1974,"BURUNDI",516
"15711","Kenya",501,501,1974,"KENYA",501
"15812","Rwanda",517,517,1974,"RWANDA",517
"15910","Tanzania",510,510,1974,"TANZANIA, UNITED REPUBLIC OF",510
"16010","Zambia",551,551,1974,"ZAMBIA",551
"16113","Zimbabwe",552,552,1974,"ZIMBABWE",552
"1639","Lesotho",570,570,1974,"LESOTHO",570
"16410","Malawi",553,553,1974,"MALAWI",553
"1677","Swaziland",572,572,1974,"SWAZILAND",572
"16914","Congo",484,484,1974,"CONGO, REPUBLIC OF",484
"17014","Congo, Democratic Republic of",490,490,1974,"CONGO, THE DEMOCRATIC REPUBLIC OF",490
"1718","Fiji",950,950,1974,"FIJI",950
"17214","Gabon",481,481,1974,"GABON",481
"17414","New Zealand",920,920,1974,"NEW ZEALAND",920
"17514","Madagascar",580,580,1974,"MADAGASCAR",580
"1766","Mauritius",590,590,1974,"MAURITIUS",590
"18014","Australia",900,900,1974,"AUSTRALIA",900
"1816","Nauru",970,971,1974,"NAURU",971
"18614","Canada",20,20,1974,"CANADA",20
"18814","Germany Federal Republic",260,260,1974,"GERMANY",260
"18914","Germany Democratic Republic",265,265,1974,"German Democratic Republic",265
"19014","Czechoslovakia",315,315,1974,"Czechoslovakia",315
"19114","Yugoslavia",345,345,1974,"Yugoslavia",345
"19214","USSR",365,365,1974,"RUSSIAN FEDERATION",365
"19514","Ethiopia",530,530,1974,"ETHIOPIA",530
"19614","South Africa",560,560,1974,"SOUTH AFRICA",560
"20014","Yemen Arab Republic",678,678,1974,"YEMEN",678
"20214","Taiwan",713,713,1974,"TAIWAN, PROVINCE OF CHINA",713
